recordId,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9
000cc1c0-6002-4702-b9a4-2c50b72041dc,0.6440704211876296,1.726791168865206,-2.4820550000004005,1.3306365912583935,0.0133873683052,0.989789003963454,0.05446543012160686,0.9648442909660747,0.01617807538521356
001175a2-179c-4279-9f5c-8440abd83547,0.6619822971310055,1.5459272145655105,-1.3134159995242953,1.1649149623717725,0.0559769193383,1.0075233579854528,0.10095173523125642,0.9180071869514306,0.026491648228087618
00186c40-b11f-4b82-8378-e848b2b77850,0.526664713053457,2.771336729900096,-1.4204460000000267,0,0,0,0.6730082462586108,0.4682160517187952,0.04467184311308298
001e715a-156d-45ae-a053-c8ea3b8727a3,0.3834978538542733,3.050619163913209,2.28777400002582,1.5334748396567435,0.0321753580711,1.0096680616127887,0.3349163262022758,0.7290581576842111,0.016029919066178174
00224912-d6ff-4177-bb55-93343a159f82,0.3230222435622471,3.2401838742747677,-1.380156999992323,1.2665793055398755,0.0974478232637,0.9784270702615133,0.6966059667734844,0.5180850586629412,0.061981959903856
0028a4ff-221f-49c8-a154-0506be923fc5,0.634430215875785,1.9034646099057368,-0.08801800000219373,0.5355722192610693,0.0841307987429,1.0027557600305712,0.22034539094691347,0.8014294183802251,0.018223622851807106
002df89a-cbd6-4ca1-985d-333ee783a452,0.6118314903680104,1.588704257561307,-0.11037000000214903,1.3632136755094202,0.00393422180221,0,0.07252509358101128,0.7152168942160612,0.26009234838298084
003d8258-9210-4307-beaa-55cf0262408e,0.6764119784926484,1.4907961940338714,-3.093111999998655,0,0,1.018791042309281,0.007232820638001934,0.04494190516084686,1.0144740375770105
004a44fc-1ec2-4472-9eb7-ad3e82302bb9,0.47549771077044545,2.824268113179093,14.717781000006653,0,0,0,0.07635105387721104,0.5805528863904907,0.38052300138210243
004b1f40-29be-4ae2-b42d-67e7f3ef84c0,0.719244610887426,1.3560062986914878,5.178668250038754,1.4013236012612507,0.00800359057551,0.9820727074297346,0.02012020020889226,0.3031203639968796,0.668931601591891
0059e25a-7870-43f0-8b6d-a43f09903612,0.7205112770193228,1.6618009739491177,-14.288173624838237,1.1611030479029556,0.0,0.9948056183852995,0.2776474786751292,0.36163410581143507,0.4029817850576882
005e1135-40b8-490f-8fbc-0e5f4a5c3da1,0.20738917014809397,2.6955892939473216,-1.8280417500000112,1.3629832038400906,0.0977367871915,0.989378445351992,0.7374232685401436,0.4532250791094009,0.04722034307643743
0069ecf7-4a37-48f4-9f95-cd8ff689d3c5,0.7374964914564248,1.46743874293489,-12.605728499998804,0,0,0,0.4168994790313031,0.23142894059549485,0.39201592555066966
00749d59-cdd1-46bf-9d04-f280721fcaef,0.7359214503632318,1.7792516628303903,0.5401039583357488,0.7194244604319562,0.0,0.9992001458526389,0.012546798329931977,0.996242327436407,0.008828003648537527
0078582e-b005-4447-808d-0a1dceec5430,0.6269076511344723,1.6329061482606568,-3.5259697083529318,0.7243997049084703,0.0347445324956,1.0038138597928339,0.9927329570463309,0.16717817966636378,0.059081007608097244
007beafb-06f3-4dc8-b476-4956da5bed48,0.5572444691857791,2.3445977242529454,0.19552399999520276,1.854164846963887,0.0254916216372,1.0006229445824932,0.01288066024562795,0.9936810909167283,0.025014623999898806
007db935-086f-4aa4-915d-c645ba9c210d,0.5942067029770247,1.7792178761550734,-2.63778220830136,0,0,0,0.9887880980714587,0.2697673899000911,0.0960640174861235
00946ff8-14c0-4b22-8016-edec83907a00,0.4942870983149026,1.8017291526143244,-21.179093208332233,0,0,0.9965488799378283,0.030773747810442176,0.8234245543560512,0.17916961091276715
00952c40-b788-4dcd-8067-5bdbc97659f5,0.543877182585571,1.6382641402964686,0.771023375011282,1.0489593490790252,0.0462911117965,0.9975337425734013,0.4672184327693692,0.6488925209703044,0.006926023565849777
009d812c-6738-4c48-985d-d34d3dd2229b,0.37248288831554544,2.959960984106073,0.2904040002031252,0.5596703720748828,0.112055018415,1.0131996197312891,0.19662516982280573,1.0826172441232782,0.09829220670791831
009db493-7e0f-462f-b3b5-2cfb41bd0c36,0.23667423316376737,4.28303956972178,6.578614124999149,1.1306792905169003,0.342712872337,0.996122882419803,0.399878602736557,0.44194762033697327,0.7868846892313657
009ec2e3-f253-4940-843e-a0e32f6b871c,0.7380901464938853,1.9120987777640355,-4.050299999999879,0,0,0,0.03013938670437762,1.0060668492667177,0.03934121915742521
00a92d1d-6cc3-47d6-9a37-ab509aa5de0f,0.42396894024137644,1.9870188177662227,0.2834390000789426,1.131351677041824,0.0993464553837,1.0004877356927924,0.9643149565298865,0.0710517995575526,0.01973171262559109
00c7afc4-6342-4f3c-ac70-34bfb24ae273,0.46767187982159775,2.2207870694523004,0.08931399999710266,0,0,0,0.13169024763050718,0.9999369633313007,0.0695059652607934
00c91f1d-c4fc-4d47-acb0-514dc2fc0ce4,0.7409620376006721,1.5508982320894966,0.6997790000023087,1.156069364154848,0.0,1.0073008632307971,0.5139726711913922,0.10277667362687644,0.44733955057399083
00cb6c5a-b590-4f97-9ad5-a17d13858162,0.5382211711257565,1.6830473351821027,-3.198873291752534,1.174842690509014,0.00121606165145,0,0.39551038205737765,0.7118987166666374,0.013391523228248329
00d0fcc2-b9f4-47b8-9d3d-59828ca3f422,0.28262061276498857,3.3625810979326274,-3.147633125016,1.1546593619459105,0.121174468322,1.024855897519466,0.2067173733138993,1.323863416508808,0.148903519177173
00d26b81-31d0-4117-8690-8c475b8ae122,0.6442629205023277,1.8000956768146488,-3.7205962916486897,1.5339967861824582,0.00198249407573,0,0.8661456134936256,0.40556346910118035,0.03088110316485491
00f265f5-b4e6-425f-816f-51273b251951,0.5254326064857754,1.5514186698736712,0.750679000018863,1.1639207177894881,0.00159808977545,0.9925607713225848,0.5436177139331627,0.49832991328021814,0.007016150339738998
00f7c940-31dc-47b3-a113-609d7952536b,0.5618956225962497,1.493622801143424,9.014388750132639,1.5384615384693636,1.14744151902e-12,0,0.03685829136996572,0.9677789610809197,0.01641210448595628
00f89f3e-1056-4250-8a0f-822f8b1aa501,0.655403334858099,2.1513298357073007,-0.43198200000915676,1.315789473683203,0.0,1.0210946524506754,1.167700250542804,0.22647064859422936,0.055493900613694754
0101cbc7-8608-45e3-8d8f-50faf2aedb48,0.6715094861580164,1.4315232253825911,-0.1372069999924861,1.5709003876400394,0.00892557688855,0,0.869593809145904,0.05266084241018432,0.1084075277085954
010851ff-2b03-4bf7-a6a9-06b03f4ecc42,0.20965932595945,4.576741703911075,5.255460249987664,0,0,0,0.16680513640861433,1.0362501687101957,0.37586077049100985
010e8e27-bef9-473e-9e9f-442098e56c43,0.5361494739649938,1.8903508728971543,-1.392461999967054,1.153288201162073,0.0169245647961,1.003265337913316,1.1043449355578114,0.1987254124644068,0.02402320977803759
0112b13e-f2d9-4743-916b-b79244330134,0.3104753993059776,2.8633943618095663,1.1129030000001876,1.6412460372197464,0.0114943248693,1.0055901208687659,0.09028790357775228,1.0339118779941572,0.07639393948649956
011d9822-96a5-4427-88fd-75cccc7019c1,0.17474081228321983,2.5990580258734264,-5.923145749999094,1.3976479920088947,0.102981745199,1.000038775635912,0.17812387172904867,0.9885829406931933,0.04654267148606323
01239517-49e0-46d3-8897-294c7c15f8da,0.4797338485653693,2.286267272601575,0.10937499998544808,0,0,0,0.2956075221862746,0.8265895080649333,0.03426696990705924
012ec4e0-12f2-40b9-a48c-e773e7698c27,0.21629663966108292,2.6819651492681813,-0.6914689999684924,0,0,0,0.0248105881760778,0.11889976239916562,1.0590558649850785
01343c7c-bf40-4e9b-83e8-449ea31d8ccb,0.3787193900636149,2.816699504258776,-2.4994617916527204,0,0,0,0.1705953327920975,0.9209518540809455,0.009521885335664358
0134c08e-51cb-4389-a726-fc817b9cae34,0.4260321034555681,2.0312514221434013,-8.955401750019519,1.4699503576530053,0.0694379240531,0.9988833850762687,0.08409647082224629,0.9947356160831163,0.0426168495251024
01385f07-df56-4f8e-8a54-e4f089d29044,0.5521270373184358,2.3305145565505625,-0.38180499999907624,0,0,0,1.1858020850846678,0.45122422455012096,0.07683561732935354
0144ba25-b1c9-41c6-9b71-3c4991ca142a,0.6607211869223554,1.7681871564950384,-1.0964179997099563,0,0,0,0.032805607309789674,1.0341458205694385,0.02504123435256254
0172c787-496d-4d88-8699-abc436ee8bc5,0.5170541436692659,2.21697280123741,1.969680750014959,2.206095631834409,0.0605772279442,0,0.6315791174820345,0.42542368298855743,0.024251453299760847
017d695f-d579-4bd2-baa5-f9f7307c10eb,0.46405443477927183,2.65440782530195,-3.763297458334364,0,0,0,0.5150975308197365,0.5555089696849443,0.1522762072117496
0189bca6-9a56-434b-ae10-4c0918bfd190,0.5272712216127572,1.5720587835731568,-6.808730999997351,0,0,0,0.032079857269719056,0.07338018227028942,0.9874150720733579
019aee08-e6d0-4f40-ae96-34c039a926e9,0.5348778739395601,2.370152752664062,0.1264519999967888,1.6733257994202075,0.0366054936554,0.9896568673876448,0.038018677566518874,0.9709440924608781,0.02367689573471626
01afe811-2b27-4f22-8c7d-921f4a9deabe,0.3851571360407653,3.2844911733726945,0.2175250000145752,1.6348122020898541,0.050595342729,1.0049738104064065,0.5793061331896925,0.5226218331320784,0.1618015278153307
01b82784-c0c6-40e3-8085-5ce8a798f224,0.5994612059507773,2.1009893662302015,-15.225272833253257,0,0,0,0.055719563696907615,0.9996908779359355,0.030281484224185938
01c16579-cf7e-4a6a-95d4-b8b906fbfc7a,0.5517440308900523,2.280017133486914,3.4667291249497794,1.3990534603234261,0.00752840112357,0,0.5869102994204106,0.412248757379184,0.02283810203553972
01d731f5-8d6c-4f93-9f25-322d4f742aaa,0.7596889039727477,1.4442672102182907,6.780429875012487,1.5034833644816672,0.00442179298626,0.9889025463810474,0.00422521757033988,0.9635549423922376,0.02311526994573691
01da0ea9-64a3-4334-b62e-2165b83cdb50,0.13197577618892145,3.7828661351781903,3.5062950000428827,1.504020963202996,0.0788790776664,1.0027600680754867,0.08411606458428719,0.9783740738722113,0.03416175768793632
01dbf0b3-26bb-4ce1-9961-c96d1faad7c0,0.33680101965336356,1.9795873513351192,-1.2447510005440563,0,0,0,0.6229283141565983,0.3585150535440754,0.08098146052283325
01dceedd-7903-4b29-81e5-2c73e02a108b,0.6469024368182686,1.4570572486589246,8.349701416664175,1.705090793964652,0.0421486720412,0.99222554297885,0.9730091318286485,0.017255809037104986,0.025268387980877754
01ea2420-b7eb-4dd4-9a88-9ab6a844d2d5,0.45795503837926377,1.7452946192060024,1.7029960000654683,1.1514375865291966,0.00284582077953,0.9892950089794751,0.46815805774020086,0.6035244626082089,0.007263950355581931
01ec7ed1-4d97-43cd-a925-3bc11c9b05f2,0.24781833890819513,2.6357589485201585,-2.453217999995104,1.3263524933461486,0.118577334474,0.9929748039200068,0.04856735524470334,1.0724738739112374,0.08296711955916501
01f273f0-4f12-48ed-9504-6968087aaefd,0.5686103661510633,2.737737872923397,0.2039799999947718,0,0,0,0.08620984015323609,1.0174421098327646,0.0413600267004662
